Full Entry,Hansi,Pinyin,OC,PoS,Definitions,MC_BS,MC_Pretty,BS_Gloss,Order
"補 bǔ, *pâʔ, vtr, ‘to mend; to patch’, a tr: 有餘者損之，不足者補之 (Lao 77); b pass: 信衰誼缺，如羅不補 (SY 10); c mod: 田贊衣補衣而見荊王 (Lü 15.5).",補,bǔ,*pâʔ,vtr,"‘to mend; to patch’, a tr: 有餘者損之，不足者補之 (Lao 77); b pass: 信衰誼缺，如羅不補 (SY 10); c mod: 田贊衣補衣而見荊王 (Lü 15.5).",puX,pú,to patch,5174
"鍾 zhōng, *toŋ, nc, ‘bowl’, a capacity measure, approx. 128 l: 齊舊四量，豆區 釜鍾， 四升為豆，各自其四，以登於釜，釜十則鍾 (Zuo 10.3); 食敵一 鍾，當吾二十鍾 (Sun 2). Cf. Box 26.",鍾,zhōng,*toŋ,nc,"‘bowl’, a capacity measure, approx. 128 l: 齊舊四量，豆區 釜鍾， 四升為豆，各自其四，以登於釜，釜十則鍾(Zuo 10.3); 食敵一 鍾，當吾二十鍾 (Sun 2). Cf. Box 26.",tsyowng,ts̯ōwng,accumulate; repeat,5200
"文 wén, *mən, nc, 1 ‘pattern, ornament; refinement’: 君子博學於文，約之以 禮，亦可以弗畔矣夫 (LY 6.27); esp. ‘writing’: 及生，有文在掌曰友，遂以 名之 (SJ 33); ant. 樸[75.12]; 質 [154.8]; 2 np, ‘Civil’, a posth. name: 我文王之為子 (Xun 32); ant. 武 [77.5].",文,wén,*mən,nc,"1 ‘pattern, ornament; refinement’: 君子博學於文，約之以 禮，亦可以弗畔矣夫 (LY 6.27); esp. ‘writing’: 及生，有文在掌曰友，遂以 名之 (SJ 33); ant. 樸 [75.12]; 質[154.8]; 2 np, ‘Civil’, a posth. name: 我文王之為子 (Xun 32); ant. 武 [77.5].",mjun,mȷūn,ornate,5201
"文 wèn,*mǝns,vtr,‘decorate,ornament’, a tr: 飾邪說，文姦言 (Xun 4); 東方曰 夷，被髮文身 (Li 5); b pass: 丹漆不文，白玉不彫，寶珠不飾 (SY 20); c mod: 文馬三十駟 (SJ 47). Syn. 飾 [184.5].",文,wèn,*mǝns,vtr,"‘decorate,ornament’, a tr: 飾邪說，文姦言 (Xun 4); 東方曰 夷，被髮文身 (Li 5); b pass: 丹漆不 文，白玉不彫，寶珠不飾 (SY 20); c mod: 文馬三十駟 (SJ 47). Syn. 飾[184.5].",mjun,mȷūn,,5201
"公 gōng, *kôŋ, vi, 1 ‘all-embracing, public-spirited; impersonal, impartial, fair’: 兼覆無私謂之公，反公為私(XS 8.3); a itr: 君身善則不公矣 (Guan 30); b mod: 匹夫有私便，人主有公利 (HFei 47); 少私義則公法立 (Lü 26.3); 2 nc, ‘public interest, public spirit’: 公私之分 明，則小人不疾賢 (SJS 14); 不以私害 公 (LNZ 5.6). Ant. 私 [115.2].",公,gōng,*kôŋ,vi,"1 ‘all-embracing, public-spirited; impersonal, impartial, fair’: 兼覆無私謂之公，反公為私 (XS 8.3); a itr: 君身善則不公矣 (Guan 30); b mod: 匹夫有私便，人主有公利(HFei 47); 少私義則公法立 (Lü 26.3); 2 nc, ‘public interest, public spirit’: 公私之分 明，則小人不疾賢 (SJS 14); 不以私害 公 (LNZ 5.6). Ant. 私 [115.2].",kuwng,kūwng,"impartial, just; public",5288
"公 gōng, *klôŋ, nc, ‘duke’, highest of the five aristocratic ranks of the Zhou: 王者之 制祿爵，公侯伯子男，凡五等 (Li 5); 周公何人也 (Meng 2B9); with posth. names: 鄭武公莊公為平王卿士 (Zuo 1.3). Cf. Box 15.",公,gōng,*klôŋ,nc,"‘duke’, highest of the five aristocratic ranks of the Zhou: 王者之 制祿爵，公侯伯子男，凡五等 (Li 5); 周公何人也 (Meng 2B9); with posth. names: 鄭武公莊公為平王卿士 (Zuo 1.3). Cf. Box 15.",kuwng,kūwng,"impartial, just; public",5288
"公子 gōngzǐ, *klôŋ-tsəʔ, nc, '(ducal) prince': 今公子蘭...必將為君 (Zuo 7.3). Note: 公子 was the official title of a ruler’s male offspring, only the heir apparent being called 太子 [37.1]",公子,gōngzǐ,*klôŋ-tsəʔ,nc,"(ducal) prince': 今公子蘭...必將為君 (Zuo 7.3). Note: 公子 was the official title of a ruler’s male offspring, only the heir apparent being called 太子 [37.1]",kuwng tsiX,kūwng tsı́,"impartial, just; public / 1st earthly branch",5288
"孫 sūn,*sûn,nc,‘grandchild’:子之子為 何，曰為孫 (SJ 75); 子又有五子，大父 未死而有二十五孫 (HFei 49).",孫,sūn,*sûn,nc,‘grandchild’:子之子為 何，曰為孫 (SJ 75); 子又有五子，大父 未死而有二十五孫 (HFei 49).,swon,swōn,grandchild; descendant,5289
"龍 lóng, *roŋ, nc, 1 ‘dragon’: 積水成 淵，蛟龍生焉 (Xun 1); 夫龍之為蟲 也，柔可狎而騎也，然其喉下有逆鱗 徑尺，若人有嬰之者則必殺人 (HFei 12); 2 adv, ‘like a dragon’: 君子 . . . 尸居而 龍見 (Zhuang 11).",龍,lóng,*roŋ,nc,"1 ‘dragon’: 積水成 淵，蛟龍生焉 (Xun 1); 夫龍之為蟲也，柔可狎而騎也，然其喉下有逆鱗 徑尺，若人有嬰之者則必殺人 (HFei 12); 2 adv, ‘like a dragon’: 君子 . . . 尸居而 龍見 (Zhuang 11).",ljowng,lȷōwng,dragon,5290
"懸/縣 xuán, *gwên, vi, ‘hang; be attached to’, a itr: 怨懸於天下 (HFei 2); 海 內之心懸於天子 (CQFL 34); b caus,‘hang up, suspend’ 懸琴於城門以為寡人符 (SY 1); c pseudo-tr2: 乃懸書宮門曰 (SY 6).",懸/縣,xuán,*gwên,vi,"‘hang; be attached to’, a itr: 怨懸於天下 (HFei 2); 海 內之心懸於天子 (CQFL 34); b caus,‘hang up, suspend’ 懸琴於城門以為寡人符 (SY 1); c pseudo-tr2: 乃懸書宮門曰 (SY 6).",hwen,hwēn,suspend,5292
"王 wáng,*waŋ,nc,‘king’:其曰王者，民 之所歸往也(GLiang 3.3); 文王視民如傷 (Meng 4B20); 田贊衣補衣而見荊王 (Lü 15.5). Cf. Box 15 and note at 主 [3.4].",王,wáng,*waŋ,nc,‘king’:其曰王者，民 之所歸往也 (GLiang 3.3); 文王視民如傷 (Meng 4B20); 田贊衣補衣而見荊王 (Lü 15.5). Cf. Box 15 and note at 主 [3.4].,hjwang,hȷwāng,king,5313
"王 wàng, *waŋh, vi [< preceding], ‘be king(ly), rule (as/like a king)’, a itr: 保民 而王 (Meng 1A7); 伊尹相湯以王於天下 (Meng 5A6); b caus, ‘make/treat as king’: 今可以王齊王而壽黔首之命 (Lü 21.5); 尉佗平南越，因王之 (SY 12); c pseudo-tr: 使王天下 (HFei 49).",王,wàng,*waŋh,vi [< preceding],"‘be king(ly), rule (as/like a king)’, a itr: 保民 而王 (Meng 1A7); 伊尹相湯以王於天下 (Meng 5A6); b caus, ‘make/treat as king’: 今可以王齊王而壽黔首之命 (Lü 21.5); 尉佗平南越，因王之 (SY 12); c pseudo-tr: 使王天下 (HFei 49).",hjwangH,hȷwàng,be king,5313
"校 xiào, *grâuh, nc, ‘barracks’: 鄭人游 于鄉校，以論執政(Zuo 9.31).",校,xiào,*grâuh,nc,‘barracks’: 鄭人游 于鄉校，以論執政 (Zuo 9.31).,haewH,hàew,,5353
"釋 shì,*lhak,vtr,‘loosen;letgoof,leave, put aside, give up, neglect’, a tr: 釋椎鑿而 上 (Zhuang 13); 臣亦釋宋之圍(Zuo 5.28); b pass: 時雪不降，冰凍消釋 (Li 6).",釋,shì,*lhak,vtr,"‘loosen;letgoof,leave, put aside, give up, neglect’, a tr: 釋椎鑿而 上 (Zhuang 13); 臣亦釋宋之圍 (Zuo 5.28); b pass: 時雪不降，冰凍消釋 (Li 6).",syek,s̯ek,release; dissolve,5354
"顏 Yán,*ŋrân,np,familyname:紇與顏 氏女野合而生孔子(SJ 47).",顏,Yán,*ŋrân,np,familyname:紇與顏 氏女野合而生孔子 (SJ 47).,ngaen,ngāen,"face, forehead",5377
"國 guó,*kwək̂ ,nc,1‘capitalcity’:都城過 百雉，國之害也(Zuo 1.1); 遍國中無與 立談者 (Meng 4B33); ‘country, polity, state’: 國之所以為國者，民體以為國 (Guan 31); 諸侯各愛其國，不愛異國 (Mo 14); 2 vi, ‘be a polity/state’, itr: 微二子 者，楚不國矣 (Zuo 12.16). Syn. 邦 [163.4]. Note: With the emergence of territorial polities in the Chunqiu period, 國, which originally referred to a ‘city’, took on the meaning ‘regional polity/state’. It means an enfeoffed polity in contrast to the realm, 天 下 [37.1], on the one hand and the ‘noble houses’, 家 [40.7], on the other hand.",國,guó,*kwək̂,nc,"1‘capitalcity’:都城過 百雉，國之害也 (Zuo 1.1); 遍國中無與 立談者 (Meng 4B33); ‘country, polity, state’: 國之所以為國者，民體以為國 (Guan 31); 諸侯各愛其國，不愛異國 (Mo 14); 2 vi, ‘be a polity/state’, itr: 微二子 者，楚不國矣 (Zuo 12.16). Syn. 邦 [163.4]. Note: With the emergence of territorial polities in the Chunqiu period, 國, which originally referred to a ‘city’, took on the meaning ‘regional polity/state’. It means an enfeoffed polity in contrast to the realm, 天 下 [37.1], on the one hand and the ‘noble houses’, 家 [40.7], on the other hand.",kwok,kwok,state (n.),5428
"語 yǔ, *ŋaʔ, vn, 1 ‘speak, converse, talk (about)’, a itr: 食不語， 寢不言 (LY 10.10); 有楚大夫於此，欲其子之齊語也 (Meng 3B6); b tr: 坎井之蛙，不可與 語東海之樂 (Xun 18); 2 nc, ‘word, speech, saying’: 雍雖不敏，請事斯語矣(LY 12.2). Syn. 言 [149.0].",語,yǔ,*ŋaʔ,vn,"1 ‘speak, converse, talk (about)’, a itr: 食不語， 寢不言(LY 10.10); 有楚大夫於此，欲其子之齊語 也 (Meng 3B6); b tr: 坎井之蛙，不可與 語東海之樂 (Xun 18); 2 nc, ‘word, speech, saying’: 雍雖不敏，請事斯語矣 (LY 12.2). Syn. 言 [149.0].",ngjoX,ngȷó,speak,5429
"語 yù, *ŋah, vn [< preceding], ‘tell (s.o. sth.)’, a tr2: 公語之故，且告之悔 (Zuo 1.1); 季桓子...語魯君為周道游 (SJ 47); b tr with PrP: 主亦有以語肥也 (GY 5.10).",語,yù,*ŋah,vn [< preceding],"‘tell (s.o. sth.)’, a tr2: 公語之故，且告之悔 (Zuo 1.1); 季桓子...語魯君為周道游 (SJ 47); b tr with PrP: 主亦有以語肥也 (GY 5.10).",ngjoH,ngȷò,tell,5429
"徐 xú, *s-la, vi, ‘be slow, leisurely’, a itr: 斲輪，徐則甘而不固 (Zhuang 13); b caus: 臣請受邊城，徐其公而留其日(ZGC 32.4). Ant. 疾 [104.5]; dist. 除 [170.7].",徐,xú,*s-la,vi,"‘be slow, leisurely’, a itr: 斲輪，徐則甘而不固 (Zhuang 13); b caus: 臣請受邊城，徐其公而留其日 (ZGC 32.4). Ant. 疾 [104.5]; dist. 除 [170.7].",zjo,zȷō,walk slowly,5452
"元 yuán, *ŋon, nc, ‘head’, a head: 狄人 歸其元，面如生(Zuo 5.33); b mod, ‘chief, first, primary, principal’: 元惡不待 教而誅 (Xun 9); 二世元年七月(SJ 48).",元,yuán,*ŋon,nc,"‘head’, a head: 狄人 歸其元，面如生 (Zuo 5.33); b mod, ‘chief, first, primary, principal’: 元惡不待 教而誅(Xun 9); 二世元年七月(SJ 48).",ngjwon,ngȷwōn,head; first,5453
"羊 yáng,*jaŋ/laŋ,nc,‘sheep,goat’:其父 攘羊，而子證之(LY 13.18); 故從山上望 牛者若羊 (Xun 21). Cf. note at 畜[102.5].",羊,yáng,*jaŋ/laŋ,nc,"‘sheep,goat’:其父 攘羊，而子證之 (LY 13.18); 故從山上望 牛者若羊 (Xun 21). Cf. note at 畜 [102.5].",yang,yāng,sheep,5540
"黃 huáng,*gwâŋ,vst,‘beyellow,brown’,a itr: 染於黃則黃(Mo 3); b comp: 地有 黃，而絲假之，黃於地 (HSWZ 5); c mod: 黃帝...乃備黃冕，帶黃紳 (SY 18); 野夫 黃冠;黃冠，草服也 (Li 11). Cf. also 黃帝 [50.6],黃泉 [85.5]. Note: 黃does not equal what we call ‘yellow’ or ‘brown’ in English; rather, it is a blend of the two. The muddy waters of the ‘Yellow River’ are just that, 黃.",黃,huáng,*gwâŋ,vst,"‘beyellow,brown’,a itr: 染於黃則黃 (Mo 3); b comp: 地有 黃，而絲假之，黃於地 (HSWZ 5); c mod: 黃帝...乃備黃冕，帶黃紳 (SY 18); 野夫 黃冠;黃冠，草服也 (Li 11). Cf. also 黃帝 [50.6],黃泉 [85.5]. Note: 黃 does not equal what we call ‘yellow’ or ‘brown’ in English; rather, it is a blend of the two. The muddy waters of the ‘Yellow River’ are just that, 黃.",hwang,hwāng,yellow,5679
"帝 dì, *têh, nc, ‘god, ancestor; thearch’: 天帝令我長百獸(XX 2.4). Cf. 上帝 [1.2], 皇帝 [106.4], 黃帝 [201.0].",帝,dì,*têh,nc,"‘god, ancestor; thearch’: 天帝令我長百獸 (XX 2.4). Cf. 上帝 [1.2], 皇帝 [106.4], 黃帝 [201.0].",tejH,tèȷ,God,5680
"黃帝 Huángdì, *gwâŋ-têh, np, ‘Yellow Thearch’, a mythical ruler: 黃帝者，少典 之子，姓公孫，名曰軒轅 (SJ 1); 黃帝 遊乎赤水之北，登乎崑崙之丘 (Zhuang 12). Cf. Focus 7.",黃帝,Huángdì,*gwâŋ-têh,np,"‘Yellow Thearch’, a mythical ruler: 黃帝者，少典 之子，姓公孫，名曰軒轅 (SJ 1); 黃帝 遊乎赤水之北，登乎崑崙之丘 (Zhuang 12). Cf. Focus 7.",hwang tejH,hwāng tèȷ,yellow / God,5680
"內 nèi,*nûts,nloc,1‘(the)inside’,ahead: 河內凶則移其民於河東 (Meng 1A3); 故 君子務脩其內，而讓之於外 (Xun 8); 外無敵國之患，內無亂臣之憂 (HFei 14); b mod: 君多內寵(Zuo 2.11); 我以鄭 為內臣 (Zuo 5.7); 2 adv: 外舉不避 讎，內舉不避子 (Lü 1.5); 無以好惡內傷 其身 (Zhuang 5); 3 vi, ‘be internal, inside’, a itr: 弗知內矣，知之外矣(Zhuang 22); b caus: 故內其國而外諸夏，內諸夏而 外夷狄 (CQFL 6). Ant. 外 [36.2].",內,nèi,*nûts,nloc,"1‘(the)inside’,ahead: 河內凶則移其民於河東 (Meng 1A3); 故 君子務脩其內，而讓之於外 (Xun 8); 外無敵國之患，內無亂臣之憂 (HFei 14); b mod: 君多內寵 (Zuo 2.11); 我以鄭 為內臣 (Zuo 5.7); 2 adv: 外舉不避 讎，內舉不避子 (Lü 1.5); 無以好惡內傷 其身 (Zhuang 5); 3 vi, ‘be internal, inside’, a itr: 弗知內矣，知之外矣(Zhuang 22); b caus: 故內其國而外諸夏，內諸夏而 外夷狄(CQFL 6). Ant. 外 [36.2].",nwojH,nwòȷ,inside,5681
"素 sù, *sâh, vi, ‘be plain, undyed, colourless; white; pristine’: 素也者，五色 之質也 (Guan 39); 夫素之質白，染之 以涅則黑 (HNan 11); a itr: 其心愉而不 偽，其事素而不飾 (HNan 8); b mod: 杜 伯乘白馬素車 (Mo 31). Syn. 樸[75.12]; 白 [106.0]; ant. 飾 [184.5].",素,sù,*sâh,vi,"‘be plain, undyed, colourless; white; pristine’: 素也者，五色 之質也 (Guan 39); 夫素之質白，染之 以涅則黑(HNan 11); a itr: 其心愉而不 偽，其事素而不飾 (HNan 8); b mod: 杜 伯乘白馬素車 (Mo 31). Syn. 樸 [75.12]; 白[106.0]; ant. 飾 [184.5].",suH,sù,white silk,5683
"問 wèn, *məns, vn [< 聞 wèn], 1 ‘ask’, a tr: 吾將問之 (LY 7.15); b tr with PrP: 齊景 公問政於孔子 (LY 12.11); c itr: 公問於眾 仲曰 (Zuo 1.4); 夫民愚，不懷知而問 (SJS 7); cf. 8.2.4; d pseudo-tr: 荊宣王問群 臣曰 (ZGC 14.3); 2 nc, ‘question’: 今者吾 忘吾答，因失吾問 (Zhuang 23). Ant. 答[118.6].",問,wèn,*məns,vn [< 聞 wèn],"1 ‘ask’, a tr: 吾將問之 (LY 7.15); b tr with PrP: 齊景 公問政於孔子 (LY 12.11); c itr: 公問於眾 仲曰 (Zuo 1.4); 夫民愚，不懷知而問 (SJS 7); cf. 8.2.4; d pseudo-tr: 荊宣王問群 臣曰 (ZGC 14.3); 2 nc, ‘question’: 今者吾 忘吾答，因失吾問 (Zhuang 23). Ant. 答 [118.6].",mjunH,mȷùn,ask,5684
"靈 líng, *rêŋ, nc, 1 ‘magical power; grace’: 以君靈不死(Zuo 10.14); 2 np, ‘Numinous’, a posth. name: 晉靈公不君 (Zuo 7.2).",靈,líng,*rêŋ,nc,"1 ‘magical power; grace’: 以君靈不死 (Zuo 10.14); 2 np, ‘Numinous’, a posth. name: 晉靈公不君 (Zuo 7.2).",leng,lēng,supernatural,5687
"非 fēi, *pəi, pt [< 不唯], negates P, a in nom. clauses, ‘is not’: 是非君子之道 (Meng 3B8); 非酒也 (HFei 15); cf. 3.3.1; b in vb clauses, ‘by no means’: 聲非加疾 也，而聞者彰 (Xun 1).",非,fēi,*pəi,pt [< 不唯],"negates P, a in nom. clauses, ‘is not’: 是非君子之道(Meng 3B8); 非酒也 (HFei 15); cf. 3.3.1; b in vb clauses, ‘by no means’: 聲非加疾 也，而聞者彰 (Xun 1).",pj+j,pȷų̄ȷ,is not,5745
"非 fēi, *pəi, vst, 1 ‘be wrong’, a itr: 非也 (LY 15.3); 合於我，未必不非於俗也 (HNan 11); b caus, ‘regard as wrong, criticize, condemn, reject’: 為下則好非其 上(Xun 3.5); 法之所非，君之所取 (HFei 49); 眾聞則非之 (Mo 17); 2 nc, ‘wrong’: 以是為非 (Lü 18.4); ant. 是 [72.5]; 3 conj, ‘if not, unless’: 我非堯舜之 道，不敢以陳於王前 (Meng 2B2); 故君 子非禮而不言，非禮而不動 (CQFL 82); 非吳喪越，越必喪吳 (Lü 14.5); cf. 15.4.1 and 微 [60.10].",非,fēi,*pəi,vst,"1 ‘be wrong’, a itr: 非也 (LY 15.3); 合於我，未必不非於俗也 (HNan 11); b caus, ‘regard as wrong, criticize, condemn, reject’: 為下則好非其 上(Xun 3.5); 法之所非，君之所取 (HFei 49); 眾聞則非之 (Mo 17); 2 nc, ‘wrong’: 以是為非 (Lü 18.4); ant. 是 [72.5]; 3 conj, ‘if not, unless’: 我非堯舜之 道，不敢以陳於王前 (Meng 2B2); 故君 子非禮而不言，非禮而不動 (CQFL 82); 非吳喪越，越必喪吳 (Lü 14.5); cf. 15.4.1 and 微 [60.10].",pj+j,pȷų̄ȷ,is not,5745
"先 xiān,*sən̂ ,vi,1‘befirst,earlier’,aitr: 年先矣，而無經緯本末以期年耆 者，是非先也 (Zhuang 27); b caus, ‘put first, give priority to’: 仁者先難而後 獲，可謂仁矣 (LY 6.22); 知所先後 (Li 42); c mod, ‘preceding, former’: 是先王之 道(Xun 19), cf. 前[18.7]; 2 adv: 吾為子先 行 (ZGC 14.3); 欲治其國者，先齊其家 (Li 42); 3 nc, ‘forebear’: 其先宋人也 (SJ 47). Ant. 後 [60.6].",先,xiān,*sən̂,vi,"1‘befirst,earlier’,aitr: 年先矣，而無經緯本末以期年耆者，是非先也 (Zhuang 27); b caus, ‘put first, give priority to’: 仁者先難而後 獲，可謂仁矣 (LY 6.22); 知所先後 (Li 42); c mod, ‘preceding, former’: 是先王之 道(Xun 19), cf. 前[18.7]; 2 adv: 吾為子先 行 (ZGC 14.3); 欲治其國者，先齊其家 (Li 42); 3 nc, ‘forebear’: 其先宋人也 (SJ 47). Ant. 後 [60.6].",sen,sēn,first,5773
"先 xiàn, *sən̂ s, [< preceding] vn, 1 ‘precede, come before; outstrip’, a tr: 疾行先 長者謂之不弟 (Meng 6B2); 禹不先 鯀，湯不先契，文武不先不窋 (Zuo 6.2); b itr: 天先乎地，君先乎臣 (Li 11); 2 prep, ‘before’, 先天地生而不為久 (Zhuang 6); 衛侯先期入 (Zuo 5.28); 先 事慮事，先患慮患 (Xun 27).",先,xiàn,*sən̂ s,vn [< preceding] ,"1 ‘precede, come before; outstrip’, a tr: 疾行先 長者謂之不弟 (Meng 6B2); 禹不先 鯀，湯不先契，文武不先不窋 (Zuo 6.2); b itr: 天先乎地，君先乎臣 (Li 11); 2 prep, ‘before’, 先天地生而不為久 (Zhuang 6); 衛侯先期入(Zuo 5.28); 先 事慮事，先患慮患 (Xun 27).",senH,sèn,go first,5773
"慎 shèn, *dins, vn, ‘be careful, attentive, mindful; heedful, cautious’, a itr: 敏於事 而慎於言 (LY 1.14); 民平則慎，慎則難 變 (SJS 2); b tr: 戒之慎之 (Mo 31); 君子 必慎其獨也 (Li 42); with negated infinitive O,‘takecare(notto...)’:若漢挑戰，慎 勿與戰 (SJ 8). Syn. 戒[62.3], 謹 [149.11].",慎,shèn,*dins,vn,"‘be careful, attentive, mindful; heedful, cautious’, a itr: 敏於事 而慎於言 (LY 1.14); 民平則慎，慎則難 變 (SJS 2); b tr: 戒之慎之 (Mo 31); 君子 必慎其獨也 (Li 42); with negated infinitive O,‘takecare(notto...)’:若漢挑戰，慎 勿與戰 (SJ 8). Syn. 戒 [62.3], 謹 [149.11].",dzyinH,dz̯ı̀n,careful,5774
"南 nán, *nəm̂ , nloc, 1 ‘south’, a head: 東 西南北，莫敢不服 (ZGC 11.5); b mod: 季孟自南門入，出自東門 (Zuo 11.6); 2 vi, ‘be/move south’, itr: 南之人不得 北，北之人不得南 (Mo 47); 日南，則 景短多暑 (ZL 18); 3 adv: 雍也可使南面 (LY 6.1).",南,nán,*nəm̂,nloc,"1 ‘south’, a head: 東 西南北，莫敢不服 (ZGC 11.5); b mod: 季孟自南門入，出自東門 (Zuo 11.6); 2 vi, ‘be/move south’, itr: 南之人不得 北，北之人不得南 (Mo 47); 日南，則 景短多暑 (ZL 18); 3 adv: 雍也可使南面(LY 6.1).",nom,nōm,south,5830
